short_name,long_name,Community District,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",MN 06 - Stuyvesant Town/Turtle Bay,1012096.84931507,1133467.53073223,1281578.1591975,1083681.07516009,1419646.30126953,1254348.73060649,2115541.26076121,2290992.77342029,2585164.80265669,1675412.01308983,1049928.13717838,2118161.04400972,1162343.37966702,1864525.7813443,1684208.84730175,2030408.84051408,2259864.35175517,1931989.15971498,1950000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",MN 07 - Upper West Side,895893.136986301,1608792.6242651,1164530.91888136,1639932.26533536,1993072.06217448,1511651.03432064,1340617.72202084,2890871.14435534,1953622.48461149,1790957.669165,2087548.73081905,1970414.47835846,2098989.01570938,1957752.07041151,2273944.82765246,2411110.49811047,3214462.22447933,2628354.48321664,1855833.33333333
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",MN 08 - Upper East Side,1971714.60273973,2098575.64460449,1737884.15190203,2420989.63599596,2922801.20849609,2404168.4003291,2934377.13336354,2991855.69423636,2422685.30888702,3033073.47197298,2539140.90524113,2250718.71038843,3270360.30512138,2983241.25015088,3088884.59247589,3800715.30714851,3794364.19750157,3834255.4092805,2245994.5
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",MN 09 - Morningside Heights/Hamilton,209916.383561644,163815.308965794,221023.215216258,317841.35364004,302301.153564453,492090.655853315,451780.423085637,602892.835110602,470610.248025719,390929.469720961,480132.894518968,481736.65256461,575527.892056432,488199.439762414,736074.626292126,682637.455000422,718654.180826356,942640.864740057,850000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",MN 10 - Central Harlem,201903.575320548,182817.343666489,204698.868327254,272233.598024941,325683.563232422,426692.986992634,391401.067348588,507861.851976293,348170.343792147,530721.418843028,348710.577788019,235773.140980873,384588.955136428,531833.782392969,611786.32257234,875176.224359516,932518.738252995,653904.023288147,700000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",MN 11 - East Harlem,159936.292237443,199142.688699448,194161.527126976,253975.647042467,236579.657986654,295656.428361542,388213.548525902,418005.699010017,302222.738734827,346636.968225483,399995.164975533,312983.37894972,358513.823978178,329754.702472034,431129.423971102,669509.81163503,629904.718736354,671567.92417697,660000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",MN 12 - Washington Heights/Inwood,143380.386986301,173067.085337609,166361.559840195,264556.524603977,287269.604492188,315838.577809121,418458.710919801,568226.497091742,307550.47034973,204130.659066118,877784.987225156,284612.356187277,325004.750819516,418186.496672935,473190.831187795,170659.363750106,775367.251722894,356674.921793535,775000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 01 - Mott Haven/Melrose,111967.899589041,140968.259893105,155628.86263679,173792.470298281,185795.291083984,182309.403110798,252108.457936868,265647.04293499,215334.846804817,185427.476293325,138937.965528957,216142.639345277,121876.781557319,173134.536839113,140730.458312518,215293.351192441,228064.471361039,249927.213056756,280000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 02 - Hunts Point/Longwood,117453.214611872,113590.509531445,142595.622720167,166010.717896866,183718.933105469,213346.493496317,235576.755777073,232455.380790811,216175.097901169,171643.072099652,159051.331871928,184604.593003604,135136.478855719,119862.371657848,154225.159794541,203916.060275767,174035.530537467,231838.699165798,233333.333333333
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 03 - Morrisania/Crotona,118452.816438356,168475.68869054,153527.95379538,169469.274519717,191513.069661458,213989.749255603,247975.532396919,230347.265510708,208476.858171955,173318.484112741,183666.418947345,175638.907951784,157988.420537265,139043.547453014,165178.651257221,192538.769359093,210401.163784102,215024.024281245,221666.666666667
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 04 - Highbridge/Concourse,126699.531506849,121878.229110992,163984.966128192,161860.449949444,190176.931966146,221923.236953456,247975.532396919,235228.68783232,232113.562528098,180058.647383793,210174.974259333,169379.240372789,135418.646174799,136731.890631915,120926.545747992,169784.187525746,163299.010245603,223346.439123095,218333.333333333
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 05 - Fordham/University Heights,138694.753424658,139526.196686264,143510.611299288,189528.902932255,214249.679443359,228387.957334274,271843.177390122,241157.134044241,218573.604713959,146128.280325135,196257.982720539,193092.33402498,150043.859961677,146677.271149606,200755.591528007,192538.769359093,222479.749112448,249672.445255474,247500
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 06 - Belmont/East Tremont,138694.753424658,160879.26242651,157864.762001042,179844.944388271,190829.857919922,231431.414750039,256241.383476816,271383.367296789,220778.683557976,207426.406329568,185234.210647226,168458.701022937,136321.437149297,146498.454248481,140204.69072231,208992.082377052,207803.618552199,214417.676914196,235000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 07 - Kingsbridge Heights/Bedford,141663.570849315,168813.169506948,166634.868117075,193679.170879676,207346.301350911,248725.560257013,285171.862256457,271301.775799771,261127.75784411,243974.652802702,217275.480146473,187237.703759921,176044.240027238,209625.96998828,210307.036083465,220544.408538598,249364.342262639,254568.063324892,275000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 08 - Riverdale/Fieldston,194922.356164384,189398.768038482,255008.505297898,285330.921385238,267227.5390625,337758.804318289,334766.968735841,369271.861505244,334243.530040461,284820.042225272,292540.842550153,308472.736135444,268670.5940108,269024.434165391,289172.174614764,307186.85475019,329888.244451617,326102.785639803,328333.333333333
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 09 - Parkchester/Soundview,145941.866666667,160879.26242651,175974.406086503,199904.572800809,213214.172729492,235860.445071305,264465.905301314,274316.239975324,247587.800029971,218188.713888596,202601.101313051,180517.766506,177759.542878786,161592.234383172,185771.21520706,198840.038174482,209535.315373468,225894.117135905,230000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 10 - Throgs Neck/Co-op City,179928.328767123,201318.458845537,206763.652944242,242098.963599596,263330.470784505,306618.578592697,325467.886270956,321341.881113951,274667.715658249,265755.00897287,244257.402517603,223691.062014064,222086.57972667,226406.702020379,226080.063789724,247062.248136691,262871.577468532,276805.216091911,291250
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 11 - Morris Park/Bronxdale,179178.62739726,186839.325227151,194286.535956227,228264.73710819,254854.904003906,278272.441466855,303227.580709107,300843.52472019,275634.855502116,242645.877757838,221535.783678757,218167.825914952,221409.486495796,201723.932153059,231337.739691811,233803.328337645,249364.342262639,251031.206862307,275000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BX 12 - Williamsbridge/Baychester,177679.224657534,182817.343666489,183948.353309015,212839.574570273,240504.78515625,270167.418899859,294470.944721341,294814.596369084,255324.918780908,232367.128769485,211311.055201275,189032.755492132,178195.229803079,186452.57813443,200843.219459709,211355.058182823,225986.435175517,236934.05519142,237591.666666667
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BK 01 - Greenpoint/Williamsburg,159936.292237443,188301.863976483,190424.571174223,255933.190091001,307311.669921875,347358.110014104,356464.827820571,361534.736787991,383954.518015229,339993.093001161,320942.866098711,366374.661241143,379172.209289436,422847.811126296,515252.238404488,739348.874338919,722983.422879527,734835.261495109,735616.5
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BK 02 - Fort Greene/Brooklyn Heights,255922.557824658,259600.628006414,321731.373762376,368566.850775194,433576.682128906,514604.607428303,691231.796556412,583298.51652309,500494.869201211,483847.434814737,490408.273271777,619522.982450475,616154.840095333,692538.147356453,835970.468431772,1010828.53913524,858488.699143774,922259.440637569,1075000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BK 03 - Bedford Stuyvesant,149940.273972603,164291.852841618,171114.7472642,212203.776577772,257206.506347656,295897.649271274,316168.803806072,313504.274257513,264996.317219579,225314.029346564,184317.772020725,189631.106069536,202947.411067298,248248.289744698,352264.285439803,455266.67191182,518989.537334118,547750.772754357,500000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BK 04 - Bushwick,129698.336986301,136503.616604311,154240.93190898,184456.353218739,222689.615885417,257623.931593794,295504.176106328,287378.918069387,251456.359405439,193538.973925895,189157.4768334,143604.13857693,180197.078509932,205452.983715748,312831.716174154,419559.481957952,432924.205317082,423763.77613089,469583.333333333
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BK 05 - East New York/Starrett City,134946.246575342,151141.191920542,160420.075560188,185240.292719919,227811.477050781,265021.372825576,295710.822383326,292403.025028642,246620.660186104,206248.996094162,184130.318665305,146918.080236398,144446.555919785,173134.536839113,170874.466817815,217918.879865519,243909.497275644,276423.06438999,280000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BK 06 - Park Slope/Carroll Gardens,286760.773972603,331508.783181899,380254.993920445,434625.282271655,517753.356933594,564456.92877292,588941.889442682,602892.835110602,595758.143822118,627593.163711601,580821.381568022,631489.993998552,677093.230873993,756464.745573972,829310.745622462,918935.035577492,889659.241926604,1053040.2452952,1000000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BK 07 - Sunset Park,187425.342465753,212068.118653127,235282.777488275,282448.790866195,341717.215576172,370408.108055164,387461.769370186,403335.306688993,391691.636766165,388522.268552729,397628.329679819,403196.235235227,406255.938524396,417298.627253248,499479.210698229,521167.441606092,518989.537334118,585965.942946522,625000
med_r_4f,"Median sales price per unit, 2-4 family building (2018$)",BK 08 - Crown Heights/Prospect Heights,148940.672146119,169106.042891502,187156.754820219,207513.397371082,267060.521850586,282689.464347281,330634.043195892,340634.45183749,290141.953160123,259014.845701819,247097.604872459,224611.601363917,177398.426488986,265828.104254516,387315.458120381,446339.874423353,420802.327568204,484058.822434083,500000
