short_name,long_name,Community District,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 04 - Bushwick,59476.3086757991,57039.0112239444,62979.7333680736,76088.24570273,94631.9522705078,100776.735621376,103302.473871016,104300.460474134,110253.942200847,107842.612336817,97286.2455708028,89752.5866105814,107793.24235514,129628.935274413,183142.377256017,232359.287567451,227285.207791468,233537.151174338,287500
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 05 - East New York/Starrett City,46387.772260274,63376.679137716,62385.584940073,76582.6463719666,100210.327148438,104529.060883874,114688.683733575,114429.060103992,96617.2704023208,77030.4373834407,85206.0706456756,91869.8271152413,88022.120013619,83681.6928055715,101287.548950928,132917.389074601,140267.442522735,154613.483241472,162666.666666667
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 06 - Park Slope/Carroll Gardens,93525.245890411,91408.6718332443,117284.899687337,121049.481799798,121620.343075707,137335.104607428,180774.163117354,158259.369216533,159578.074238067,202204.898131532,191295.982135879,223691.062014064,211478.78577631,284118.214300083,302316.36436998,441088.817077196,426739.573812552,413997.677081782,450000
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 07 - Sunset Park,68722.6255707763,70384.6773115981,84072.0025620983,87616.7677789013,90606.8374633789,130259.291255289,156568.995871721,156691.847845245,145070.976580061,119672.286649274,126389.004791085,146135.621789024,148960.510792278,167940.50073394,219069.829253609,282244.332355944,237242.464513761,225894.117135905,301666.666666667
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 08 - Crown Heights/Prospect Heights,59038.9828767123,55048.3334817982,62385.584940073,84564.0151331311,91859.4665527344,95282.2593441467,103323.138498716,109902.339733703,113127.076265758,95325.1662620078,87004.8654704176,98629.216055584,108334.916939839,151492.719734224,177759.518594357,210917.470070643,271299.168665371,264552.361765081,316517.857142857
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 09 - South Crown Heights/Lefferts Gardens,59535.1087832393,59110.9411188313,70109.514504082,76754.3380893533,76974.0575408936,92659.4605637271,105553.442245453,119824.950978232,107852.624896202,75260.8952310797,119288.498903946,105493.809493053,114428.756017705,136287.955922071,182704.23759751,245049.342820664,273608.097760396,288736.841451909,250000
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 10 - Bay Ridge/Dyker Heights,86921.897955132,103596.494744343,99816.9359041167,97877.1524266936,152701.450892857,166536.598040212,156829.763792694,159766.60130431,157160.2246284,148765.03219677,148637.25657079,162935.464923825,161728.554574474,154489.27902567,208203.96572263,202567.705439437,225120.586764883,241379.753323775,250000
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 11 - Bensonhurst,72636.1610235203,97502.5832887939,106946.717040125,132405.076044826,146975.146484375,167961.226035627,138370.347077481,155747.315736905,135399.57814139,144432.070093951,142010.117742793,162033.930766378,146252.137868782,166031.581481611,169231.443098413,204791.236500127,225120.586764883,251201.052063161,221296.296296296
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 12 - Borough Park,82467.1506849315,93114.9670407982,92687.1547681084,86463.9155712841,122479.288736979,136545.654357396,153047.398901223,156249.726432831,145070.976580061,156949.51616876,122066.620333012,148667.105001117,125397.666357863,119270.458711389,161936.417784268,239176.449736147,251096.039083908,264958.51333234,258000
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 13 - Coney Island,61642.1126331811,80489.6500384821,77892.8589108911,96839.5854398382,87684.0362548828,121468.129211722,146718.856668177,120578.56702212,185690.850022478,109464.305755416,122023.508578992,123615.284122999,111404.406253134,111871.546880658,158952.992388665,171394.511778568,246766.797030737,160164.024405383,201616.496525097
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 14 - Flatbush/Midwood,58476.7068493151,77072.4655607158,74635.1557216192,86669.78203693,100922.933919271,96190.560300545,105261.381386739,112209.424003985,123969.743622961,94260.9299560524,107733.845673803,112766.070356884,115904.472033712,137619.760051603,146518.118899027,213324.204687632,258387.394120827,203814.241024877,229272.5
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 15 - Sheepshead Bay,76219.6392694064,80439.631213255,85557.3736321,106816.191082679,133613.76953125,159527.428302774,137764.184664955,148839.16866793,146006.918364449,166096.880608044,94673.2224817048,131947.743306617,162502.375409758,106544.330362531,185911.419897783,222294.760987317,188754.953518248,279300.996960017,285714.285714286
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 16 - Brownsville,49605.2406392694,62523.5315339391,70109.514504082,81852.5067408156,95756.5348307292,105082.689674032,119970.769219906,97223.0228445749,100582.543762176,90029.3236918963,74200.2865206092,71802.0692884651,74028.8599088898,106544.330362531,132099.107039926,161907.60150651,193372.811708297,196983.66150473,166666.666666667
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 17 - East Flatbush,56852.3538812785,70689.3728843756,68370.2800148436,76503.2724974722,90023.8678617932,89211.9654114281,99452.1026738157,115253.01364531,107997.282565157,85455.6414722545,80472.4000542492,81884.1672668965,77501.1328877308,102659.901651397,134070.735503209,164883.200669333,179284.501510939,187360.48719214,200000
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",BK 18 - Flatlands/Canarsie,56898.0673794409,57587.4632549439,112228.036400131,98861.5108501206,,,106042.168459209,140015.336792686,100601.600521672,214914.920299799,115383.220666019,104969.36198063,105626.544016343,106544.330362531,156921.403846893,177410.723195165,272742.249349762,121860.739033828,260000
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 01 - Astoria,83216.8520547945,101741.826040481,114076.498176133,126237.316734075,137510.837809245,162824.114069111,173582.872677843,190790.461777709,163446.633613536,164526.966802675,170412.141291351,165330.540941349,180558.194899731,190321.57567505,236595.415593898,258176.986186057,301907.669497439,307844.426547992,304878.048780488
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 02 - Woodside/Sunnyside,79655.7705479452,103596.494744343,103975.974900122,112403.090242669,128603.253173828,171534.869142768,154984.707748074,176779.266938752,147247.041228762,155023.755234174,145209.426142515,143604.13857693,151668.883715774,196094.840032239,212443.680555252,229996.311761681,253662.188652441,266768.553637842,286956.52173913
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 03 - Jackson Heights,68507.1941426547,85992.7080271245,87339.8189161021,113363.800415684,144377.100965712,205451.00402897,150162.961284801,116149.420097514,174665.455802394,121727.348675182,151456.420389684,173981.93712205,119324.344149674,164078.268758298,191193.661837274,217393.774130904,236776.238446496,230225.169757684,274400
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 04 - Elmhurst/Corona,112066.36036895,119416.28888295,116063.330519368,123355.186215032,133613.76953125,170688.479985813,174566.508956351,162781.065479863,172199.686161306,166385.744748232,157725.904106328,148693.406125398,142119.231134876,148274.193087856,185463.774119512,184837.21858473,207803.618552199,219464.263103573,230000
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 05 - Ridgewood/Maspeth,61850.3630136986,77392.6754854801,81992.4830640959,96839.5854398382,118248.186035156,132939.523585645,140002.85266576,135148.47720396,123793.900014986,125174.460748091,123548.80243623,116908.497431219,126390.736429812,134956.15179254,175080.607539484,227545.818333474,245900.948620103,246275.541238393,236666.666666667
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 06 - Rego Park/Forest Hills,124425.181950188,146983.146304101,126149.594233108,141800.821536906,30063.0981445312,197126.764942293,251525.621505609,235295.67592511,204683.268693357,169852.114430487,131086.262531809,139116.509246401,257972.520962991,255706.392870075,228217.914036766,391473.057280814,342844.824984847,286613.776441233,10705.4794520548
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 07 - Flushing/Whitestone,89464.3634703196,109690.406199893,124771.169880146,134883.708291203,81103.8418725764,221279.98119417,175132.719755324,174838.922182075,168377.461342104,140580.548224779,142010.117742793,189315.492578158,171598.383611873,173683.913271182,208203.96572263,264524.615158836,216484.075967095,266562.606895962,310317.46031746
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 08 - Hillcrest/Fresh Meadows,,100549.539016569,141882.644606566,,155882.731119792,205841.842971321,136386.542818305,226687.706001586,188592.26955408,28802.6434181358,149110.623629932,133294.097858587,141668.737536712,88431.794200901,92384.8765652362,341318.727500211,209968.239578785,636919.503202741,316666.666666667
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 09 - Kew Gardens/Woodhaven,89964.1643835617,93919.3633529307,101500.871378756,109520.959723627,16797.1595982143,135941.383795643,163663.851381966,164790.708263565,142169.55704846,119397.177944333,105087.487129667,93895.0136849159,96779.192466256,143834.845989417,123007.709125901,160157.249057791,198374.681411822,189256.080951672,184666.666666667
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 10 - South Ozone Park/Howard Beach,74820.1967123288,85802.2732941386,117498.793121417,138342.264914055,,113869.264459356,121404.687735992,106392.853254812,120201.666309194,,133747.710892303,138080.902477818,96340.6939929281,76103.0931160938,166931.20989125,105808.805525065,157584.410735418,136846.704688132,136000
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 11 - Bayside/Little Neck,55602.8515981735,100549.539016569,124771.169880146,167822.34279455,,358079.039335527,,217041.420639817,298918.747243216,164879.18695527,314789.094329857,276161.804955635,180558.194899731,301431.667983995,321594.509344298,237610.344913609,,,229687.5
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 12 - Jamaica/Hollis,77469.1415525114,62011.6429716729,78427.5924960917,75981.8285758731,141630.595703125,104025.257814258,121318.585120576,148713.565993948,116056.781264049,80881.9592526127,94461.706818891,106322.294907919,114940.704558122,92450.3799813497,104829.96875545,103445.829719295,223513.110328927,194151.204043647,132142.857142857
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 13 - Queens Village,93712.6712328767,,64762.1786520757,,121286.308651879,269095.325967717,111588.989578614,15502.9586171298,112076.628829673,,,265805.737269799,,91084.1234567155,,137840.255336624,238974.161335029,222921.826120959,
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",QN 14 - Rockaway/Broad Channel,65473.9196347032,73388.1051004047,79615.8893520931,72012.0896829409,52657.2924548754,96488.3638928068,112716.151089509,128617.138156928,77854.7574312995,92436.5248601288,31999.6131980426,47057.9715644402,98178.5184767289,80334.4250933486,93738.7531465755,107751.696743144,112560.293382441,46784.6325988923,57916.6666666667
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",SI 01 - St. George/Stapleton,82458.4041689498,69252.9508984246,74439.668247351,54645.1946410516,120049.18830363,130661.326104843,125537.61327594,101917.598316316,105611.670950285,81019.9400235758,100827.183597383,78903.3728444672,94793.052322359,116843.615630909,118297.707796949,130026.181904842,109096.899739905,141141.361909727,163687.5
med_r_ot,"Median sales price per unit, 5+ family building (2018$)",SI 02 - South Beach/Willowbrook,95586.9246575343,93480.6017281311,92464.3491076081,85986.3053709856,160336.5234375,131867.430653503,99190.2129587676,122738.993328009,,27235.7617891451,132542.77655994,112475.240617233,,140283.368310666,66246.7163662914,160742.691460952,229103.4894538,157956.03679428,215833.333333333
